text_slangwords,polarity
tokopedia stop kerja sama dengan expedisi id express jika ingin customer tidak kecewa expedisi tidak jelas status di kirim ke alamat hari baru sampai rumah padahal jarak dari th gudang jasa kirim cuma kamu,negatif
kecewa sekali dengan tokopedia proses refund lama sekali chat di tokped care sama sekali ga guna jawaban selalu sama diminta menunggu sudah bulan dari transaksi yang saya komplain karena barang rusak dan barang sudah dikirim kembali ke penjual,negatif
metode pembayaran dengan cicilannya kok bahkan memberatkan yaalih alih supaya bisa meringankan para konsumen yang belum mampu membeli secara kontanjustru dibuat rugi karena di bebankan oleh persentasi biaya cicilan perbulan yang cukup besarlantas apa arti dan tujuan cicilanjika bukan untuk meringankan pembayarangak seperti si orenyang masih bisa mengerti konsumennya yang belum mampu,negatif
kurang transparansi dalam pengiriman barang proses kirim juga lama banget beda sama aplikasi sebelah yang nunjukin maps pengantaran barang maksimal dalam waktu hari barang yang kita beli pasti sudah sampai,negatif
akhir akhir ini tokopedia mengecewakan sangat buruk pelayanannya ga becus beli barang harga ribuan doang dari bulan mei banyak kendalanya menggunakan jasa kurir rekomen tapi barang ga sampai sampai proses terkait belum menerima barang lambat harus menunggu minggu lebih proses klaim barang hilang lambat minggu refund dana cuman yang harusnya max tanggal juni tapi sampai sekarang belum ada hasil proses refund layanan tokopedia care ga memberi solusi,negatif
harga murah sih tapi sayang pengiriman lama apalagi kurir rekomendasi jne bisa hari paket baru sampai padahal antar kota masih di pulau jawa makanya bintang dulu kalau sudah berani kasih garansi tepat waktu pengiriman seperti toko sebelah mungkin saya ganti tokopedia care bukannya cuma bot iya yang cuma bisa bilang sabar dan maaf ga ada kejelasan ataupun penyelesaian sepertinya tokopedia sudah tidak perduli tentang kenyamanan pelanggan makanya chat cs dihapus,negatif
gimna sih pihak tokopedia padahal baru bikin akun masa ga bisa pakai voucher promo kecewaga sesuai sama iklannya pengguna baru dapat promobaru juga bikin akun beberapa menit masa ada pemberitahuan akun tidak memenuhi syarat buat memakai voucher promo anehhh,negatif
saya belanja ga sekali dua kali di tokped bahkan saya pakai sudah tahun kecewa sekali sih barang di kirim ketika libur nerima juga belum eh tahu taunya sudah di selesaikan saja mana tidak ada bukti penerima barangnya kacau juga itu id expres merugikan sekali sih pindah ke orange deh sekarang,negatif
kurang puas belanja online di tokped bukan tentang kualitas produk tapi estimasi pengiriman nya yang lama menurutku masih satu daerah saja bisa sampai hari dari dulu si capit entaraja dan sekrang aidi ekspress sebelas dua belas leletnya kenapa tokped gabikin ekspedisi sendiri saja biar lebih efisien seperti toko sebelah,negatif
tampilan tidak user friendly sering dibatalkan otomatis saldo yang ada di tokped ribet sekali jika ingin dipakai hanya slalu ada opsi gopay saja,negatif
disini tuh sampai ada acara di notifikasi barang sampai tapi kenyataanya belum kurirnya recommend tokopedia lagi belanja aman nyaman apa cuma slogan ahgrrrr entahlah mau dukung karya anak bangsa juga jadi males kalau gini,negatif
aplikasinya bagus hanya saja yh disayangkan sellernya sudah hampir kali co barang tapi lama tidak ada konfirmasi akhirnya dibatalkan otomatis oleh sistem beli satu produk dari beda penjual semuanya sama sperti itu minimal kalau barang gak ada stok direspon chatnya,negatif
mari kita uninstall aplikasi tokopedia karena tidak berbenah dengan pelayanan kurir rekomendasi yang lambat dan sangat merugikan pembeli percuma banyak promo tapi tidak diimbangi pelayanan jasa kirim yang katanya rekomendasi selain itu layanan tokopedia care tidak menjamin laporan permasalahan selesai dalam waktu singkat apakah tokopedia melakukan pembiaran terhadap kurir rekomendasinya tidak ada yang tahu tapi yang jelas kurir rekomendasi sangatsangat tidak patut direkomendasikan,negatif
update an terbaru banyak bug nya metode pembayaran sering error promo sering tiba tiba hilang kacau pokoknya bikin males nyesal juga update ke versi terbaru,negatif
mau ceklacak pesanan jadi ribet harus masuk ke inbox baru ke notifikasi enakan yang dulu langsung di notifikasi mau lihat daftar wishlist juga ribet harusnya berada di beranda biar enak kalau mau cek,positif
berdasar otak robot tidak canggih dan tidak efisien customer services bobrok tidak berguna nol solusi harus keliling dimensi dan antariksa untuk bisa menemukan solusi di tokopedia jika ada kendala karena artikel tidak ada solusi bodoh terlalu banyak gimmick over pada terhadap website tokopedia care tidak ada interaksi dengan manusia pun semua robot pembodohan massal saat ada masalah terjadi app berat membingungkan over gimmick dan navigasi banyak bug,negatif
terima pemesanan ada yang kurang dan tidak sesuai dalam paketan hubungi cs tokopedia susahnya minta ampun hanya robot tanya saja yang bisa dihubungi tapi pilihan komplain hanya bisa bagaimana pilihnya sementara ada kendala dalam paketpesanan sudah minta untum dihubungkan dengan csf ngak bisa sampai coba ber kali jengkelin banget dahhh,negatif
proses dan waktu komplenan salah barang sangat lama buang² waktu nilai barang gak sberapa tapi blunder untuk mngajukan komplenan sudah mau sebulan gak jelas smpai mana proses nya smpe skrg psenan saya entah kmnaduit pun juga belum balik ahhsudahlah bgaimana pun juga shopee masih andalan marketplace perihal sistem pngiriman dan komplenan the best,negatif
pengguna gopaylater tokopedia di bulan ini sangat di buat kecewa dengan pemblokiran akun gopaylater jika ini masih berlanjut saatnya berhenti menggunakan layanan ini dan saatnya migrasi layanan tidak nyaman,negatif
kurir rekomendasi sapx lambat parah pengiriman dalam provinsi hari baru sampai jika pakai jt jne si cepat hari sampai coba di rubah dalam opsi pemilihan kurir contoh shpee bisa memilih kurir dengan sesuka hati,negatif
pelayanan toped sangat buruk pengiriman kurir rekomendasi sangat lambat dan kadang hilang penggantian barang hilang sudah menunggu bulan lebih dari toped admin belum juga ada keputusan penggantian dana klaim sudah bulan belum juga ada penggantian hati hati belanja di sini lebih baik di toko orange saja,negatif
sangat membantu untuk memenuhi keperluan rumah tangga dan lainnya saran untuk kurir rekomendasi jasa sapx ga perlu dipake asli layanan nya jelek dan lama dibanding jasa pengiriman yang lain trmkasih,positif
tokopedia sejauh ini sudah baik dan kompeten terutama dalam memberikan promo hanya saja masalah utama di kurir rekomendasi mohon tokopedia putus mitra dengan id express karena saya kecewa paket pun juga tidak dikirim terimakasiih,negatif
jargon baru tokopedia jagonya kang cancel gak jelas sering banget ngecancel pesanan krna alasan inilah itulah pas coba pakai vouchr yang lain malah ada notif tlah mencapai maksimal penggunaan voucher kalau kyak gini terus bisa dipastikan gakbakal bisa nyaingin marketplace orens,positif
aku kasih bintang karena sering dapat promo tapi jengkel banget karena tokped terlalu sebentar memberikan seller waktu buat kirim iya kali x jam sedangkan mereka pas online mana bisa kirim di hri yang sama otomatis kena pembatalan dr sistem gak ada opsi buat perpanjang masa garansi untuk di pilih customer sedangkan promo uda kepake barang gk sampai tapi voucher promonya nya gk bisa balik hadeh,negatif
harusnya kaya si oren biarpun pakai voucher gratis ongkos kirim tetep bisa milih kurir males banget kalau dapetnya id express atau jt sudah pasti lama pengirimannya,negatif
ketika beli menggunakan voucher diskon entah kenapa penjual bahkan mengirimkan barang yang jauh lebih murah dari yang saya beli bahkan ada yang saya tunggu lama ternyata toko sama sekali tidak mengirim barang saya banyak rugi waktu untungnya pengembalian barang mudah dan pengembalian dana cepat,positif
expedisi kurir rekomendasi dari tokopedia estimasi tanggal belum juga sampai paketnya sampai tanggal ini aplikasi sfwmakin tolol solusi hanya sebatang percakapan antara kita dan sebatas ai sunggu tolol ini aplikasi,negatif
sebaiknya tokopedia menghapus id express sebagai kurir rekomendasi untuk apa menggunakan fitur gratis ongkos kirim tapi sampainya hampir seminggu lebih sampai harus mengambil sendiri di gerai pengirimannya,negatif
gk suka pakek olshop yang satu ini pengalaman x chekout dapat potongan rb selalu keterangannya dibatalkan oleh sistem padahal sudah di bayar trus ribet mengurus refund dana giliran beli yang gk ada diskonnya langsung berhasil hmmm saran iya pak tokped kalau gk accord dapat diskonan tuh gk perlu di aktifin tombol diskonnya jangan sudah di bayar trus di batalin sistem ribet banget deh mengurus refund dananya lebih suka pakek olshop sebelah,negatif
dapat promo pengguna baru eh pas sdh di pakai belanja tb di batalkan system trus promonya hilang gmn tuh systemnya tidak jelas saya ulangi lagi kok bahkan lebih parah transaksi gagal tapi uangnya tidak kembali tidak banyak sih cm rb tapi bikin kesel sdh saya tgg sdh hari kok bodoh topet tlg dong cek akun saya,negatif
sangat kurang memuaskan untuk pelayanan cs tidak bisa memberikan solusi no resi yang tidak trdaftar sampek gg bisa di lacak posisi paketpokoknya sangat amat memgecewakanperlu perbaikanklo bisa live chat untuk pengaduan masalahbukan robot yang kasih solusijangan sampai orang pindah ke apk oren semua karena pelayanan dan fitur yang kurangtolong jadi petimbangan untuk perbaikan,negatif
kesalahan expedisi ga update lokasimau di komplen ga bisa giliran klik pesanan selesai bisatp ujungnya akun saya yang kena pelanggaran kan ga nyambung yang salah siapa yang kena sangsi siapa,negatif
aku paling suka belanja di toped sudah lebih tahun belanja disini tidak pernah ada masalah ditambab lagi ada tokopedia card jadi lebih mudah belanjanya,positif
aneh ini tokopedia dulu saya belanja aman aman saja gak ada yang namanya pesanan dibatalkan sistem alasannya akun ganda ganda darimana apa karena alamat sama alamat sama itu bukan berarti orang yang sama bisa kan tetengga atau satu rumah itu terdiri dari ayah ibu dan anak kalou tokopedia mau sukses cara seperti itu bahkan akan di tinggalkan pelanggan contoh shopee dan lazada gak seperti cara tokopedia saya sdh langganan shopee dan lazada sdh th belum pernah pesanan dibatalkan sekarepmu,negatif
opsi pembayaran nya ribet pas nyoba co dan pembayaran berhasil bahkan di batalkan oleh sistem serta promo pengguna barunya g berlaku jadi males belanja disini v,negatif
tadi siang bayar transaksi gk lama lihat lagi di apk nya dibatalkan otomatis seperti kalau kgk mau kasih diskon pengguna baru yah jangan di adain lah jadi rugi ke kitanya pengalaman pertama gini amat dahh mana vc nya jadi angus kgk ada gratis ongkos kirim terus kebanyakan jauh lagi tanya ke css nya kok slow respon lagi jadi sebel saja ihhh,negatif
beli mie cup ctn di kirim tanpa karton sama seller barang rusak semua untung pakai asuransi klaim hari dana balik yang penting sertakan bukti video unboxing terimakasih tingkatkan terus pelayanannya jangan kalah sama toko sebelah,positif
tolong min ko ribet banget ganti nomor doang padahal udh pakai ktp tidak berhasil udh berapa kalih di ulang foto gagal lagi soalnya nomor tercantum tokopedia udh g aktif pengen ganti no yang aktif tolong min permudah soalnya ada saldo tokopedia ada pengen dipindahkan ke gopay terimakasih,negatif
pesanan sudah dibayar tiba dibatalkan tanpa pemberitahuan dulu dan vouchernya hilang yang benar saja masak gak boleh sama alamatnya antara satu akun dg akun yga lain trus bagaimana kalau sekeluarga punya akun tokped satu rumah hanya orang saja yang boleh dapat diskon trus yang lain bagaimana kecewa donk gak jelas banget pokony chat cs juga ribet amat,negatif
perbaikin lagi system promo nya saya baru buat akun dan transaksi awal menggunakan promo diskon bahkan di batalkan oleh system padahal akun baru dan transaksi pertama,negatif
semakin lama semakin parah pelayanannya pesan barang posisi tokonya di jakbar masa sampai ke daerah tangsel hari sudah kayak kirim ke luar jawa saja alamat pengiriman ke tangsel sedang apa barang harus transit ke bogor segala kan bahkan jadi muter gak jelas kalau pilih kurir itu yang rekomend yang pelayanannya cepat jangan bahkan kurir lambat di pilih untuk jadi mitra begitu yang ada bikin pembeli jadi kesel tingkatkan mutu pelayanan kalian biar gak kalah sama toko sebelah,negatif
mohon toko² yang transaksinya sampai di batalkan oleh sistem dan yang sebelum²nya di chat oleh pembeli juga tidak di tanggapi oleh seller agar diperiksa dan jangan di munculkan lagi di seach karena menggangu sudah beberapa kali saya bertemu seperti ini jadi stuck ga adanya konfirmasi apa² dari seller,negatif
sulit banget buat tarik saldo lewat gopay harus upgrade dulu mana tb tb pesanan dibatalkan sm pihak tokpednya sudah bayar jauh ke indomaret saldo tidak bisa di refund harus update gopay plus dimana aku belum bkin ktp jumlah uangnya juga mnrt aku ga dikit buat pelajar huh sedih,negatif
pada tanggal juni saya beli dos untuk wadah snack sampai ditempat tgljuni ternyata harganya bervariasi juga pengiriman nya bisa cepat kalau pakai metode pengiriman si cepattapi ongkirnya agak mahal dikit iya ngak mengapa penting barangnya bisa nyampai tempat tujuan saya merasa senang dengan aplikasi ini dibandingkan dengan yang lainnya,positif
kamu bikin promo pengguna baru giliran digunakan langsung dibatalkan sistem ada lagi promo lainnya langsung dibatalkan dan semua promo hangus gitu saja padahal diakun suami alamat yang sama kalau belanja sering di tokped bali hp dan lain-lain ini tuh akun saya bukan akun suami njirr langsung uninstall se rw,negatif
aplikasinya terlalu sering permintaan update jadi bosan masak baru diupdate minggu sdh muncul permintaan update vitur baru kayak pemunculan vitur kesannya tidak terencana,negatif
saya punya akun toko sudah tahun dan tanpa pemberitahuanakun saya ditutup tidak bisa login padahal masih ada saldo penjualan pengajuan banding kenapa ditutup juga tidak dijelaskan tokopedia bangsattttt,negatif
mau pakai event kupon diskon bahkan transaksi dibatalkan direfund tapi kuponnya hangus jadi ga bisa ikut eventnya alasannya sistemnya mendeteksi kalau saya memanipulasi dengan pakai akun sebagai orang yang sama kalau memang tidak niat bikin event kupon begini lebih baik dari awal tidak perlu mengecewakan,negatif
anjing sudah sebentar lagi platinum tinggal ke terus beli barang yang lebih dari itu bukannya naik bahkan jadi gold lagi dan balik ke awal parah parah,negatif
saya pengguna lama aplikasi ini agak kecewa dg aturan free ongkos kirim sekarang di tambah dg biaya layanan ditambah dg aplikasi juga lebih baik beli ditoko langsung saja lebih murah dan ditambah lagi sekarang pengembalian dana dikurang juga tolonglah kami konsumen dirugikan,negatif
woii ini tokopedia jadi tambah jelek karena capres yang di dukung salah satu pimpinan nya kalah kah dulu gak gini banget deh hampir semua ulasan nya buruk komplain soal kurir rekomendasi tapi cuma di balas oleh jawaban template dan bot kalau di aplikasi macam loser saja gak berani menjelaskan secara langsung sudah tahu fitur kurir rekomendasi buruk tapi masih dipertahankan,negatif
saldo penghasilan saya lama banget tertahan nya sama pihak tokopedia bilangnya x jam mana ini sudah hari lebih tetep saja saldo nya tertahan kecewa sama tokopedia dan tokopedia care nya lamban balas chatnya,negatif
kenapa iya proteksi produkasuransi produk di tokped ini mahal banget divanding marketplace lainnya contohnya saya beli selang pianika dengan harga rb asuransi nya nya ditokped di shopee cuma saya beli jam tangan tangan merk sama harga sama asuransi nya tokped di maret lain cuma masa garansi nya tokped bulan markrt lain bulan,negatif
potongan untuk kita penjual sangat besar tidak seimbang misal nya modal jt harga pasaran semua toko nya potongan belum lagi biaya penangan biaya lain bisa untung cuma ke kan kocak,negatif
saya kecewa dengan pelayanan tokopedia saya mengeluhkan data saya tersebar oleh pihak kurir dan penipuan terhadap barang saya tapi tidak memberi solusi dan di kasih jawaban tidak jelas,negatif
belanja di tokped karena banyak diskonnya pas digunakan diskonnya ko batal otomatis padahal kan dr tokped nya sendiri yang kasih diskon harusnya dikirim ke alamat yang sama tidak apa,negatif
saya pengguna lama yang sekarang baru saya ungkapin saya sangat kesel jengkel sama ini aplikasi tokopedia kalah jauh sama kompetitor lain buat kamu pade yang pakai ini aplikasi kalau terpaksa belanja milih seller yang deket aje itupun yang deket belum tentu jaminan tepat waktu semarangkds bisa hari dengan kurir rekomendasi yang sangat payah lebih baik kamu belanje di lazada saja yang benar memuaskan gak kayak tokopedia ini sudah pelit diskon ga punya cs spesialist dan banyak lagi ribetnya dahh sekian,negatif
baru pertama kali belanja lewat tokopedia ternyata pengiriman lama jauh dari estimasi yang udh di tentuin cukup tahu lah ga mau lagi isi pulsa pakai gopaylater juga sudah gabisa auto uninstall deh,positif
bagus sih cuman aplikasinya agak sulit dipahami apalagi di dalam pembayaran susah pakai diskon yang susah disediakan lumayan sih diskonya tapi ga ada gratis ongkos kirim iya kalau dibandingkan sama si merah mah masih menang si ijo tentu si oren no di indonesia oren hijau ungu l si merah b kayaknya soalnya ini jarang banget ada diskon walapun toko online sudah agak besar hmm apa karena diskonya banyak di serbu seru entahlah,negatif
untuk jadi vidio afiliet sangat ribet ga kayak apk sebelah daftardari kemarin ga bisa sangat ketinggalan,negatif
ini apa sih tokopedia jadi ribet gini masa saldo dari penjualan sudah di accord pembeli bahkan saldonya pakai di verifikasi dulu sama tokopedia sudah harus nunggu xjam segala lagi makin kesini makin ribet biasanya juga saldo langsung masuk,negatif
gk jelas masa pakai promo tahu taunya dibatalkan sm sistem katanya tidak sesuai syarat padahal udh sesuai semua sudah coba dengan akun anak saya juga tetep gk bisa,negatif
tokopedia sekarang pelayanan parah saya order jabodetabek sudah hari barang tidak sampai sudah mengajukan komplain tokopedia minta waktu hari untuk dapat keterangan dari kurir dan tokopedia minta waktu lagi beberapa hari untuk minta kurir kirim bap lihat berapa lama itu waktunya,negatif
habis di update kok pilihan bayar ditempat nya tidak ada iya padahal dietalasenya dikatakan bisa bayar ditempat apa metode pembayaran bayar ditempat di hilangkan,negatif
apk di bikin ribet saldo tokopedia tidak bisa di pakai buat beli barang di semua toko paling jeleknya kalau kita check out barang pakai promo terus di batalin eh voucher nya ikutan hilang,negatif
seneng belanja di tokopedia promonya besar tapi saya syarat dan ketentuan nya ribet jika terdeteksi memiliki akun bahkan gg dpet promonya padahal kan sama² donwload customer service nya jugha lama menangani masalah,negatif
hati beli dengan kurir rekomendasi kurirnya banyak yang nakal kurir dengan seenaknya membuat status barang telah diterima pembeli padahal saya belum terima barangnya setelah saya komplain ke tokopedia ternyata pihak tokopedia tidak tanggung jawab dan dana tetap dilanjutkan ke penjualsampai saat ini juga saya belum terima barangnya hati buat kalian sistem keamanan tokped sedang kacau mangkanya bisa dimanfaatkan oleh kurir nakal,negatif
update baru yahaku pesan barang di satu kota yang sama dengan tempat tinggalku maksudnya agar pengiriman barangnya bisa tiba lebih cepatternyata sudah beberapa hari aku pesan barang dr tanggal juni di kirim juni sampaitgl jun blom di kirimajukan komplain ke cs toped jawabannya sama setiap hari suruh nunggusaya wa lion parcel suruh nunggu sampai tanggal juni ehh saya cek lagi suruh nunggu tanggal junidan hingga hari ini paket tidak dikirimudah hari tidak ada kejelasan payah toped,negatif
sejak akun pay later tiba diblok saya dan keluarga jadi malas berbelanja di aplikasi inipercuma juga bayar ngak pernah terlambat kalau tiba akun paylaternya di block secara sepihak,negatif
beli barang dapat promo bisa diapakai dan pas bayar bisa terus bahkan dicancel dengan alasan sk saldo nyangkut di saldo tokped gabisa ditambah atau buat beli lagi ditarik juga nunggu kerja bank waktu hangus uang kepotong barang pun ga dapat kupon promo hilang pula kupon gamasalah sih tapi sayang waktu sama barangnya ga dapat tokped tokped,negatif
kenapa iya semua expedisi yang pengiriman dari tokopedia jauh lebih lambat ditokopedia jne sd hari baru sampai tapi ditoko kelas shopee jne bisa hari sampai banyak juga toko yang berjualan ditokopedia kemas atau proses kirimnya lambat contoh saya checkout pagi tapi dikirimnya bisa sd hari baru diantar ke expedisi tapi kalau dishopee check out siang hari atau pagi hari itu juga sudah dikirim ke expedisi kasian benar tokopedia makin banyak saja yang jualan malesan jualan,negatif
bagaimana yasuka gak jelas ini aplikasi dihp org lain banyak voucher nya dipunya saya gak ada voucher nyatrs pesanan sering dibatalkan otomatis oleh sistem bagaimana sih mintanyabingung sama tokopediamasak iya rumah harus pakai ajapake akun suamisaudara rumah dg alamat yang sama pesanan dibatalkan sistem kan gk jelas iya beda sama ecommerce lainya mau pakai berapa hp dg alamat yang sama fine saja tuh,negatif
pesanan kalau pke voucher selalu dibatalkan sistem padahal tidak melanggar syarat apapun susah buat chat admin sekalinya berhasil bahkan ga dibalas dan ga ngasi solusi voucher yang dibatalin sistem gabisa balik lagi niat ngasi voucher ga si,negatif
system pengirimannya coba diubah saya pesan via gosend tapi batal otomatis tenggang proses pesanannya sampai hari alhasil proses pesanan terlambat dan beberapa penjual menunda pengiriman padahal via samedayinstan untuk situasi urgent bayar lebih ongkos kirim via gosend tapi estimasi seperti pengiriman regular belum lagi dari pihak tokopedia sepertinya terlalu berpihak kepada penjual di marketplace lain jika belum diprosesmasih menunggu konfirmasi sudah bisa dibatalkan tapi tokped tidak,negatif
saya kasih satu sementara aje sampai tokped tidak pakai jne lagi ekspedisi terparah yang pernah ada coba cek ulasan di apk myjne rating wkwk kurir gak dateng reportnya pembeli tidak di rumah wkwk berbohong saya cek di cctv gak ada yang dtng mentang freeongkir di ksh ke jne mana tidak bisa diubah lagi pilihan expdc nya kalah sama sopiiiiii ada pilihan xpdc bisa ubah metode pembayaran lebih baik jt ninja sicepat deh,negatif
paylaternya dr gopaylater masih ada limit jt tapi gak bisa dipake terlambat juga gak pernah tiru tuh toko sebelah paylaternya limit gedhe benar real selamat smakin tertinggal,negatif
sudah berapa hari jadi gak bisa muat gambar internet normal test speed di ookla mbps sesuai sama wifi olshop lain normal juga kalau gambar lagi gak muncul saya coba check out akan error time out saya sudah coba reinstall hapus cache dan semacamnya sama saja,negatif
saya sangat kecewa dengan aplikasi tokopediasaya berharap agar pengguna aplikasi ini berhati hatilah jangan sampai seperti sayasekitar minggu lalu saya membeli sebuah lampu utama motor setelah dipasang tidak sesuai deskripsipenjual dikomplain jawabannyapesanan sdh sesuai diajukan keadmin prosesnya sampai minggudan ujung ujungnya kita yang disuruh kembalikan barangnyabagi penjual dan tokopediaklo kita sudah beli tidak bisa dikembalikanlbh baik beli ditoko offlain bisa cek langsung,negatif
setahun terakhir saya udh tidak belanja lagi disini karena sekarang ongkos kirim mahal voucher gratis ongkos kirim seolah olah tidak ada artinya setelah pemotongan hanya sekedar promo gratis ongkos kirim nyatanya sama saja mohon dipertimbangkan guna menaikan produk aplikasi lokal,negatif
kelas banget tokped kupon promo pengguna baru hilang begitu saja karena produk yang saya beli dibatalin sistem kuponnya tidak balik lagi apk scam mendingan pakai lazada ketimbang tokopedia uelek,negatif
benerbener kecewa sama admin tokopediasaya komplen barang kurang bahkan cuma diganti dana pengembalian rp saya tahu dikurangin potongan harga rp tapi rp itukan buat barang bukan buat barang yang kurangrugi saya sebagai pembelilebih baik belanja di toko oren penanganan komplen gak berteletele kayak di tokopedia,negatif
di app mobile tokopedia saya ada kupon diskon sd ribu saya klaim dan belanjakan begitu dibayar pesanan dibatalkan dengan alasan manipulasi transaksi yang kasih kupon siapa kenapa saya yang diduga manipulasi,negatif
ini tu platform belanja paling pelitkadang sudah memberikan diskon dibuat pesanan dibatalkan sistemsetelah itu biaya admin hilangiya kalau sekali kalau kali dibatalkan sistem terus apa tidak rugikalo ada bintang setengah mungkin setengah saja,negatif
aplikasi tokopedia sekarang terlalu banyak biaya aplikasi mau pesan barang online ada biaya aplikasi jika bayar ditempat ada biaya untuk metode pembayaran bayar ditempat pokoknya terlalu banyak biaya yang tidak penting jadi agak males menggunakan aplikasi tokopedia,negatif
ada diskon dari rban sampai jadi rb tapi dibatalkan terus sama sistemnya sudah duakali di akun berbeda kaya gitu terus,negatif
jasa kirim ekspedisi mu ga benar estimasi tanggal juni sampai tanggal juli barang belum sampai tolong ganti ekspedisi lain jangan pakai jne lagi,negatif
buat sekarang belanja di tokped jangan pakai kurir rekomendasi paket saya pengiriman dr dan ke kota yang sama sja minggu ga sampai alhasil pengajuan pengembalian dana dan itu pun sudah lebih dari seminggu masih proses saran saja lebih baik di toko oren karena jika peket terlambat kita dapat garansi dengan voucher,negatif
jika ingin menjadi raja online aktifkan seluruh penjualan bisa memakai fitur codsaya pikir inilah penyebab berkurangnya penguna apk ini dan tangkap pedagang nakalklo bisa sering sering gratis ongkos kirim atau biaya ongkos kirim peliharalah kurir yang profesional kalau perlu adakan juga fitur cek dulu sebelum di bayar mudahkan pembayaran online kalau bisa lewat konter pulsa apa lagi bisa bayar pakek pulsa juga wah itu akan lebih memudahkan pembayaran,negatif
ada beberapa kekurangan tokopedia tokopedia tidak menyediakan customer service online manusia hanya menyediakan tanya jawab kendala yang sifatnya bot atau ai sehingga tidak menghasilkan solusi yang baik pada saat pengembalian dana cancel dari pembeli dibutuhkan verifikasi yang berteletele seharusnya foto ktp identitas autentikasi foto sudah cukup dan dana bisa langsung di transferkan ke norek ybs tanpa harus menunggu jam sering terkendala dalam pin tokped dan no wa dan lain-lain,negatif
tokopedia melindungi penjual yang tidak jujurnama tokonya xulshopmemanipulasi diskripsi barangsaat komplain menyalahkan pembeli saat banding video tidak ada pertimbanganpadahal saya sedang menunggu persetujuan penjual tibatiba komplain saya di anggap selesai sepihak dengan alasan pembeli tidak meresponpadahal saya sedang menunggu persetujuan penjual kan aneh sekarang saya di rugikan dengan barang yang saya beli tidak bisa saya pakai karena kekecilansaya sangat kecewa,negatif
gak perlu kerjasama lagi sama idexpress lah barang nyangkut gak gerak padahal expedisi rekomendasi lihat tuh ulasannya idexpress jelek semua tapi masih dipake kocak emang,negatif
padahal baru pertama kali daftar dan tidak ada akun lain kok tidak bisa pakai promo pengguna baru bahkan di batalkan sisem aneh banget ini aplikasi,negatif
mengecewakan padahal sering banget make di ekosistem goto di tokopedia saya dikecewakan dikarenakan barang yang saya beli berharihari tidak kunjung datang padahal satu kota sama penjualnya terus saya ajukan komplain pihak kurirnya ngechat sayasaya kasih alamat darderdor tetep paket tidak kunjung datang akhirnya di tokopedia tertulis pengembalian dana mungkin terlambatsaya kira cuma hari ternyata nggaa berhari hari ada kali seminggusetelah seminggu saya buka apk ada pemberitahuan,negatif
tokopedia salah menganalisa permasalahan saya dengan penjual dan kurir barang yang saya pesan belum di ambil sama kurir tapi bahkan tokopedia bilang barang saya hilang dan toko tidak mau memberi bukti hilang karena barangnya tidak di ambil dan uang di kembalikan tapi ongkos kirim tidak di kembalikan rb ongkirnya karena instan katanya tanya mau di cek dan analisa tapi sampai saya buat ini belum ada org tokped menghubungi saya permasalahan saya dr tanggal mei sampai skrg karena saya sdh hbgin cs tokped,negatif
awalnya saya kasih bintang skarang saya kasih bintang saja karena sekarang tokopedia memberikan voucher nya pelit banget dulu transaksi jt dapat voucher potongan cashback sekitar rb skarang boro boro dapat bahkan dikasih gratis ongkos kirim doang dan yang paling parah nya jasa ekspedisi nya pakai jne yang sudah tahu background ekspedisi itu sering bermasalah dalam pengiriman entah barang yang lama dikirim barang hilang dan ga ada tanggung jawab nya dan lain-lain semoga tokped kembali seperti dulu,negatif
saya kecewa telah melakukan transaksi pembayaran untuk belanja di tokopedia nomor pesanan saya tidak ada chating ke tokopediacare tidak bisa menghubungi toko katanya tidak ada pemberitahuan dari tokopedia jadi tolong bagaimana uang yang saya telah transfer ke tokopedia mohon kejelasannya,negatif
tolong dong tombol follownya diperbaiki kadang saya suka bingung saya sudah follow toko langganan saya atau belum tombol follownya jangan cuman berubah warna seharusnyatapi tulisannya seharusnya berubah juga kasian yang buta warna kalau hanya berubah warna saja,negatif
gak niat memberikan voucher kalau adikku sudah pakai vouchernya aku gak bisa pakai begitupun sebaliknya kalopun bisa kepake pasti yang pakai terakhir dibatalkan sistem padahal beda hp beda akun ampun deh ribet banget kayaknya alamat rumah cuma bisa pakai voucher saja iya padahal rumah kakak adikku pakai tokped juga niat belanja keperluan masing pakai voucher bahkan yang bisa pakai vouchernya cuma orang saja lebih baik belanja ditoko oren voucher banyak gak pakai ribet,negatif
setiap kali ada iklan tokopedia tidak bisa di skip itu sangat menganggu bahkan terulang berkalikali di aplikasi lain tokopedia aneh terlalu berlebihan dalam memasang iklan,negatif
halo team develop tokped tolong kah mesin pencarian jangan terlalu diacakacak untuk tampilan hasilnya misal saya mau cari barang a kenapa yang muncul di pencarian banyak sekali barang rekomendasi barang selain barang a bahkan setelah difilter pun masih sama saja bulan sebelumnya saya gunakan masih nyaman karena mesin pencarian masih fokus terhadap barang yang dicari saja tolong kembalikan mesin pencari barang yang fokus terhadap barang yang dicari saja seperti sebelumsebelumnya,positif
tolong pengiriman rekomendasi diperhatikan dapat pengiriman rekomendasi id express masih sesama jakarta pngiriman melebihi batas estimasi barang² yang ditunggu² hilang entah kemana komplain di pengirimannya ternyata bukan saya doang yang komplain soal rekomendasi pengiriman tokopedia tolong mencari pengiriman rekomendasi yang bagusan dikit dong kecewa sekali id express,negatif
